	unsorted	sorted
38187	[2, 16, 16, 24, 5]	[2, 5, 16, 16, 24]
38188	[25, 6, 15, 30, 5]	[5, 6, 15, 25, 30]
38189	[1, 9, 21, 30, 27]	[1, 9, 21, 27, 30]
38190	[8, 6, 5, 20, 6]	[5, 6, 6, 8, 20]
38191	[4, 5, 21, 30, 21]	[4, 5, 21, 21, 30]
38192	[10, 24, 6, 16, 28]	[6, 10, 16, 24, 28]
38193	[9, 12, 8, 10, 15]	[8, 9, 10, 12, 15]
38194	[2, 5, 30, 20, 24]	[2, 5, 20, 24, 30]
38195	[15, 18, 21, 8, 35]	[8, 15, 18, 21, 35]
38196	[16, 8, 21, 32, 8]	[8, 8, 16, 21, 32]
38197	[12, 16, 28, 6, 10]	[6, 10, 12, 16, 28]
38198	[10, 4, 3, 20, 27]	[3, 4, 10, 20, 27]
38199	[25, 6, 6, 7, 20]	[6, 6, 7, 20, 25]
38200	[1, 15, 24, 18, 12]	[1, 12, 15, 18, 24]
38201	[8, 18, 10, 18, 27]	[8, 10, 18, 18, 27]
38202	[6, 6, 4, 5, 45]	[4, 5, 6, 6, 45]
38203	[8, 24, 12, 30, 24]	[8, 12, 24, 24, 30]
38204	[15, 8, 12, 28, 45]	[8, 12, 15, 28, 45]
38205	[3, 18, 15, 25, 6]	[3, 6, 15, 18, 25]
38206	[3, 6, 3, 21, 24]	[3, 3, 6, 21, 24]
38207	[4, 4, 3, 10, 14]	[3, 4, 4, 10, 14]
38208	[5, 12, 20, 21, 20]	[5, 12, 20, 20, 21]
38209	[4, 18, 21, 28, 9]	[4, 9, 18, 21, 28]
38210	[2, 5, 12, 16, 32]	[2, 5, 12, 16, 32]
38211	[10, 25, 6, 40, 21]	[6, 10, 21, 25, 40]
38212	[4, 8, 12, 20, 35]	[4, 8, 12, 20, 35]
38213	[1, 8, 12, 32, 9]	[1, 8, 9, 12, 32]
38214	[20, 15, 16, 20, 10]	[10, 15, 16, 20, 20]
38215	[6, 5, 12, 8, 10]	[5, 6, 8, 10, 12]
38216	[10, 15, 9, 24, 32]	[9, 10, 15, 24, 32]
38217	[10, 9, 5, 8, 10]	[5, 8, 9, 10, 10]
38218	[1, 24, 9, 30, 30]	[1, 9, 24, 30, 30]
38219	[12, 8, 12, 24, 18]	[8, 12, 12, 18, 24]
38220	[15, 15, 35, 8, 5]	[5, 8, 15, 15, 35]
38221	[20, 25, 20, 20, 15]	[15, 20, 20, 20, 25]
38222	[8, 20, 14, 32, 32]	[8, 14, 20, 32, 32]
38223	[6, 12, 30, 12, 32]	[6, 12, 12, 30, 32]
38224	[3, 8, 12, 12, 24]	[3, 8, 12, 12, 24]
38225	[4, 2, 14, 4, 15]	[2, 4, 4, 14, 15]
38226	[15, 12, 35, 16, 30]	[12, 15, 16, 30, 35]
38227	[10, 6, 6, 35, 28]	[6, 6, 10, 28, 35]
38228	[10, 6, 15, 25, 36]	[6, 10, 15, 25, 36]
38229	[9, 15, 7, 15, 5]	[5, 7, 9, 15, 15]
38230	[3, 8, 12, 20, 5]	[3, 5, 8, 12, 20]
38231	[10, 8, 6, 24, 24]	[6, 8, 10, 24, 24]
38232	[15, 12, 28, 20, 10]	[10, 12, 15, 20, 28]
38233	[4, 6, 18, 8, 14]	[4, 6, 8, 14, 18]
38234	[8, 4, 12, 16, 14]	[4, 8, 12, 14, 16]
38235	[5, 5, 15, 5, 7]	[5, 5, 5, 7, 15]
38236	[6, 10, 7, 24, 18]	[6, 7, 10, 18, 24]
38237	[4, 4, 3, 35, 21]	[3, 4, 4, 21, 35]
38238	[5, 3, 20, 8, 18]	[3, 5, 8, 18, 20]
38239	[3, 2, 12, 16, 9]	[2, 3, 9, 12, 16]
38240	[4, 30, 15, 16, 15]	[4, 15, 15, 16, 30]
38241	[9, 15, 21, 8, 27]	[8, 9, 15, 21, 27]
38242	[2, 3, 20, 15, 36]	[2, 3, 15, 20, 36]
38243	[25, 30, 12, 12, 40]	[12, 12, 25, 30, 40]
38244	[12, 8, 20, 32, 5]	[5, 8, 12, 20, 32]
38245	[16, 24, 12, 18, 30]	[12, 16, 18, 24, 30]
38246	[20, 8, 30, 24, 24]	[8, 20, 24, 24, 30]
38247	[6, 12, 20, 8, 28]	[6, 8, 12, 20, 28]
38248	[2, 20, 9, 16, 6]	[2, 6, 9, 16, 20]
38249	[4, 25, 4, 28, 16]	[4, 4, 16, 25, 28]
38250	[10, 8, 15, 20, 35]	[8, 10, 15, 20, 35]
38251	[2, 12, 28, 24, 45]	[2, 12, 24, 28, 45]
38252	[2, 12, 12, 24, 25]	[2, 12, 12, 24, 25]
38253	[10, 18, 6, 40, 45]	[6, 10, 18, 40, 45]
38254	[10, 12, 4, 18, 18]	[4, 10, 12, 18, 18]
38255	[5, 15, 7, 20, 40]	[5, 7, 15, 20, 40]
38256	[10, 15, 18, 35, 28]	[10, 15, 18, 28, 35]
38257	[4, 18, 18, 14, 6]	[4, 6, 14, 18, 18]
38258	[5, 8, 21, 16, 36]	[5, 8, 16, 21, 36]
38259	[10, 18, 8, 28, 10]	[8, 10, 10, 18, 28]
38260	[12, 25, 8, 10, 28]	[8, 10, 12, 25, 28]
38261	[2, 9, 28, 16, 10]	[2, 9, 10, 16, 28]
38262	[16, 15, 21, 35, 6]	[6, 15, 16, 21, 35]
38263	[6, 6, 14, 28, 5]	[5, 6, 6, 14, 28]
38264	[4, 24, 14, 35, 6]	[4, 6, 14, 24, 35]
38265	[12, 6, 35, 10, 7]	[6, 7, 10, 12, 35]
38266	[4, 25, 25, 15, 15]	[4, 15, 15, 25, 25]
38267	[1, 6, 6, 32, 24]	[1, 6, 6, 24, 32]
38268	[15, 6, 5, 25, 7]	[5, 6, 7, 15, 25]
38269	[1, 4, 12, 16, 28]	[1, 4, 12, 16, 28]
38270	[25, 4, 18, 8, 24]	[4, 8, 18, 24, 25]
38271	[12, 12, 25, 24, 24]	[12, 12, 24, 24, 25]
38272	[3, 25, 16, 32, 36]	[3, 16, 25, 32, 36]
38273	[10, 10, 6, 20, 7]	[6, 7, 10, 10, 20]
38274	[25, 15, 6, 16, 24]	[6, 15, 16, 24, 25]
38275	[2, 10, 35, 4, 20]	[2, 4, 10, 20, 35]
38276	[6, 16, 30, 28, 20]	[6, 16, 20, 28, 30]
38277	[5, 20, 30, 6, 12]	[5, 6, 12, 20, 30]
38278	[4, 15, 9, 4, 36]	[4, 4, 9, 15, 36]
38279	[3, 4, 20, 32, 6]	[3, 4, 6, 20, 32]
38280	[16, 4, 14, 16, 30]	[4, 14, 16, 16, 30]
38281	[6, 10, 10, 12, 20]	[6, 10, 10, 12, 20]
38282	[15, 30, 30, 25, 7]	[7, 15, 25, 30, 30]
38283	[6, 6, 14, 21, 28]	[6, 6, 14, 21, 28]
38284	[10, 12, 30, 28, 36]	[10, 12, 28, 30, 36]
38285	[16, 8, 25, 5, 18]	[5, 8, 16, 18, 25]
38286	[15, 15, 24, 21, 12]	[12, 15, 15, 21, 24]
38287	[6, 8, 7, 20, 24]	[6, 7, 8, 20, 24]
38288	[2, 6, 5, 7, 30]	[2, 5, 6, 7, 30]
38289	[15, 12, 25, 24, 7]	[7, 12, 15, 24, 25]
38290	[12, 8, 8, 8, 40]	[8, 8, 8, 12, 40]
38291	[1, 12, 15, 15, 16]	[1, 12, 15, 15, 16]
38292	[10, 18, 14, 40, 40]	[10, 14, 18, 40, 40]
38293	[20, 20, 3, 8, 32]	[3, 8, 20, 20, 32]
38294	[4, 6, 35, 30, 18]	[4, 6, 18, 30, 35]
38295	[15, 8, 5, 32, 7]	[5, 7, 8, 15, 32]
38296	[20, 12, 10, 28, 6]	[6, 10, 12, 20, 28]
38297	[3, 10, 20, 28, 21]	[3, 10, 20, 21, 28]
38298	[12, 25, 3, 40, 45]	[3, 12, 25, 40, 45]
38299	[10, 10, 6, 24, 30]	[6, 10, 10, 24, 30]
38300	[3, 10, 16, 24, 12]	[3, 10, 12, 16, 24]
38301	[8, 2, 12, 20, 12]	[2, 8, 12, 12, 20]
38302	[4, 10, 6, 7, 20]	[4, 6, 7, 10, 20]
38303	[12, 4, 24, 25, 27]	[4, 12, 24, 25, 27]
38304	[4, 12, 12, 10, 10]	[4, 10, 10, 12, 12]
38305	[25, 10, 25, 21, 18]	[10, 18, 21, 25, 25]
38306	[12, 10, 7, 16, 18]	[7, 10, 12, 16, 18]
38307	[10, 15, 10, 16, 30]	[10, 10, 15, 16, 30]
38308	[20, 10, 28, 14, 5]	[5, 10, 14, 20, 28]
38309	[6, 5, 25, 12, 45]	[5, 6, 12, 25, 45]
38310	[8, 15, 12, 35, 9]	[8, 9, 12, 15, 35]
38311	[25, 20, 15, 6, 14]	[6, 14, 15, 20, 25]
38312	[8, 8, 7, 15, 7]	[7, 7, 8, 8, 15]
38313	[6, 16, 12, 28, 27]	[6, 12, 16, 27, 28]
38314	[6, 20, 4, 20, 20]	[4, 6, 20, 20, 20]
38315	[16, 9, 35, 40, 8]	[8, 9, 16, 35, 40]
38316	[6, 20, 4, 8, 5]	[4, 5, 6, 8, 20]
38317	[4, 8, 24, 4, 28]	[4, 4, 8, 24, 28]
38318	[6, 6, 10, 20, 30]	[6, 6, 10, 20, 30]
38319	[15, 12, 6, 20, 28]	[6, 12, 15, 20, 28]
38320	[4, 9, 7, 4, 18]	[4, 4, 7, 9, 18]
38321	[4, 3, 35, 24, 25]	[3, 4, 24, 25, 35]
38322	[2, 10, 12, 12, 27]	[2, 10, 12, 12, 27]
38323	[12, 16, 28, 20, 20]	[12, 16, 20, 20, 28]
38324	[3, 12, 9, 12, 45]	[3, 9, 12, 12, 45]
38325	[3, 16, 9, 20, 32]	[3, 9, 16, 20, 32]
38326	[10, 12, 16, 12, 9]	[9, 10, 12, 12, 16]
38327	[2, 6, 21, 32, 7]	[2, 6, 7, 21, 32]
38328	[4, 2, 35, 20, 18]	[2, 4, 18, 20, 35]
38329	[4, 25, 10, 12, 14]	[4, 10, 12, 14, 25]
38330	[4, 2, 24, 6, 45]	[2, 4, 6, 24, 45]
38331	[9, 30, 16, 16, 36]	[9, 16, 16, 30, 36]
38332	[2, 2, 4, 24, 5]	[2, 2, 4, 5, 24]
38333	[12, 20, 12, 12, 45]	[12, 12, 12, 20, 45]
38334	[4, 30, 3, 8, 45]	[3, 4, 8, 30, 45]
38335	[2, 25, 10, 4, 16]	[2, 4, 10, 16, 25]
38336	[4, 6, 20, 30, 21]	[4, 6, 20, 21, 30]
38337	[20, 5, 6, 6, 9]	[5, 6, 6, 9, 20]
38338	[4, 2, 10, 35, 6]	[2, 4, 6, 10, 35]
38339	[3, 5, 28, 20, 36]	[3, 5, 20, 28, 36]
38340	[10, 12, 25, 8, 21]	[8, 10, 12, 21, 25]
38341	[3, 6, 12, 35, 12]	[3, 6, 12, 12, 35]
38342	[6, 12, 20, 24, 7]	[6, 7, 12, 20, 24]
38343	[4, 12, 10, 18, 24]	[4, 10, 12, 18, 24]
38344	[16, 6, 18, 35, 12]	[6, 12, 16, 18, 35]
38345	[2, 3, 21, 7, 45]	[2, 3, 7, 21, 45]
38346	[16, 4, 4, 20, 20]	[4, 4, 16, 20, 20]
38347	[2, 5, 20, 15, 9]	[2, 5, 9, 15, 20]
38348	[15, 18, 20, 28, 20]	[15, 18, 20, 20, 28]
38349	[2, 18, 8, 21, 18]	[2, 8, 18, 18, 21]
38350	[6, 12, 14, 7, 45]	[6, 7, 12, 14, 45]
38351	[8, 6, 35, 24, 25]	[6, 8, 24, 25, 35]
38352	[9, 24, 12, 24, 10]	[9, 10, 12, 24, 24]
38353	[12, 15, 6, 16, 8]	[6, 8, 12, 15, 16]
38354	[20, 15, 5, 24, 18]	[5, 15, 18, 20, 24]
38355	[9, 10, 7, 25, 14]	[7, 9, 10, 14, 25]
38356	[4, 8, 12, 16, 32]	[4, 8, 12, 16, 32]
38357	[3, 4, 4, 8, 8]	[3, 4, 4, 8, 8]
38358	[9, 24, 9, 14, 30]	[9, 9, 14, 24, 30]
38359	[6, 8, 15, 12, 27]	[6, 8, 12, 15, 27]
38360	[25, 20, 21, 30, 20]	[20, 20, 21, 25, 30]
38361	[3, 4, 12, 6, 36]	[3, 4, 6, 12, 36]
38362	[9, 20, 12, 8, 8]	[8, 8, 9, 12, 20]
38363	[9, 12, 7, 14, 12]	[7, 9, 12, 12, 14]
38364	[4, 15, 7, 10, 5]	[4, 5, 7, 10, 15]
38365	[15, 8, 4, 28, 24]	[4, 8, 15, 24, 28]
38366	[8, 10, 3, 40, 18]	[3, 8, 10, 18, 40]
38367	[4, 20, 14, 16, 45]	[4, 14, 16, 20, 45]
38368	[10, 10, 10, 21, 18]	[10, 10, 10, 18, 21]
38369	[6, 12, 4, 30, 18]	[4, 6, 12, 18, 30]
38370	[15, 25, 5, 6, 12]	[5, 6, 12, 15, 25]
38371	[2, 15, 3, 7, 9]	[2, 3, 7, 9, 15]
38372	[6, 12, 20, 8, 24]	[6, 8, 12, 20, 24]
38373	[2, 12, 12, 14, 36]	[2, 12, 12, 14, 36]
38374	[20, 12, 35, 4, 25]	[4, 12, 20, 25, 35]
38375	[20, 12, 18, 21, 27]	[12, 18, 20, 21, 27]
38376	[9, 12, 8, 7, 18]	[7, 8, 9, 12, 18]
38377	[8, 6, 28, 21, 18]	[6, 8, 18, 21, 28]
38378	[20, 3, 28, 6, 12]	[3, 6, 12, 20, 28]
38379	[4, 25, 30, 20, 36]	[4, 20, 25, 30, 36]
38380	[12, 20, 10, 14, 27]	[10, 12, 14, 20, 27]
38381	[15, 18, 18, 35, 24]	[15, 18, 18, 24, 35]
38382	[4, 4, 5, 35, 24]	[4, 4, 5, 24, 35]
38383	[16, 8, 25, 8, 32]	[8, 8, 16, 25, 32]
38384	[8, 4, 15, 14, 32]	[4, 8, 14, 15, 32]
38385	[1, 10, 12, 30, 10]	[1, 10, 10, 12, 30]
38386	[8, 15, 25, 6, 16]	[6, 8, 15, 16, 25]
38387	[10, 8, 16, 25, 32]	[8, 10, 16, 25, 32]
38388	[15, 10, 10, 35, 32]	[10, 10, 15, 32, 35]
38389	[12, 9, 28, 8, 6]	[6, 8, 9, 12, 28]
38390	[2, 12, 6, 5, 15]	[2, 5, 6, 12, 15]
38391	[5, 10, 4, 20, 18]	[4, 5, 10, 18, 20]
38392	[15, 2, 18, 30, 25]	[2, 15, 18, 25, 30]
38393	[16, 6, 21, 12, 15]	[6, 12, 15, 16, 21]
38394	[2, 10, 30, 16, 6]	[2, 6, 10, 16, 30]
38395	[3, 8, 12, 12, 21]	[3, 8, 12, 12, 21]
38396	[25, 8, 10, 35, 25]	[8, 10, 25, 25, 35]
38397	[10, 18, 15, 24, 45]	[10, 15, 18, 24, 45]
38398	[1, 9, 21, 12, 18]	[1, 9, 12, 18, 21]
38399	[10, 6, 25, 25, 36]	[6, 10, 25, 25, 36]
38400	[15, 6, 10, 8, 32]	[6, 8, 10, 15, 32]
38401	[6, 2, 10, 16, 30]	[2, 6, 10, 16, 30]
38402	[5, 2, 25, 20, 16]	[2, 5, 16, 20, 25]
38403	[2, 9, 9, 20, 9]	[2, 9, 9, 9, 20]
38404	[4, 3, 24, 16, 20]	[3, 4, 16, 20, 24]
38405	[4, 3, 7, 6, 25]	[3, 4, 6, 7, 25]
38406	[6, 20, 21, 8, 40]	[6, 8, 20, 21, 40]
38407	[25, 2, 20, 20, 15]	[2, 15, 20, 20, 25]
38408	[9, 6, 16, 24, 14]	[6, 9, 14, 16, 24]
38409	[1, 20, 28, 21, 6]	[1, 6, 20, 21, 28]
38410	[8, 16, 10, 25, 25]	[8, 10, 16, 25, 25]
38411	[3, 10, 12, 4, 32]	[3, 4, 10, 12, 32]
38412	[4, 4, 8, 16, 24]	[4, 4, 8, 16, 24]
38413	[15, 12, 7, 14, 16]	[7, 12, 14, 15, 16]
38414	[5, 20, 25, 6, 9]	[5, 6, 9, 20, 25]
38415	[12, 25, 28, 7, 9]	[7, 9, 12, 25, 28]
38416	[6, 6, 4, 4, 28]	[4, 4, 6, 6, 28]
38417	[8, 5, 18, 10, 7]	[5, 7, 8, 10, 18]
38418	[2, 6, 28, 24, 14]	[2, 6, 14, 24, 28]
38419	[2, 6, 10, 24, 24]	[2, 6, 10, 24, 24]
38420	[2, 24, 25, 20, 45]	[2, 20, 24, 25, 45]
38421	[4, 12, 35, 14, 28]	[4, 12, 14, 28, 35]
38422	[1, 4, 15, 21, 27]	[1, 4, 15, 21, 27]
38423	[16, 4, 6, 16, 40]	[4, 6, 16, 16, 40]
38424	[25, 15, 12, 8, 12]	[8, 12, 12, 15, 25]
38425	[6, 10, 24, 28, 10]	[6, 10, 10, 24, 28]
38426	[15, 20, 5, 15, 18]	[5, 15, 15, 18, 20]
38427	[4, 25, 9, 8, 8]	[4, 8, 8, 9, 25]
38428	[1, 3, 12, 20, 45]	[1, 3, 12, 20, 45]
38429	[6, 12, 15, 7, 40]	[6, 7, 12, 15, 40]
38430	[12, 30, 21, 28, 18]	[12, 18, 21, 28, 30]
38431	[6, 18, 35, 16, 27]	[6, 16, 18, 27, 35]
38432	[6, 12, 16, 12, 27]	[6, 12, 12, 16, 27]
38433	[20, 20, 30, 28, 28]	[20, 20, 28, 28, 30]
38434	[12, 18, 20, 24, 30]	[12, 18, 20, 24, 30]
38435	[6, 20, 6, 4, 12]	[4, 6, 6, 12, 20]
38436	[5, 4, 7, 10, 9]	[4, 5, 7, 9, 10]
38437	[15, 15, 20, 7, 24]	[7, 15, 15, 20, 24]
38438	[4, 6, 15, 5, 32]	[4, 5, 6, 15, 32]
38439	[5, 4, 12, 8, 35]	[4, 5, 8, 12, 35]
38440	[6, 10, 5, 16, 20]	[5, 6, 10, 16, 20]
38441	[9, 20, 12, 7, 20]	[7, 9, 12, 20, 20]
38442	[4, 2, 21, 32, 20]	[2, 4, 20, 21, 32]
38443	[10, 15, 24, 40, 16]	[10, 15, 16, 24, 40]
38444	[25, 6, 15, 32, 30]	[6, 15, 25, 30, 32]
38445	[16, 4, 7, 24, 16]	[4, 7, 16, 16, 24]
38446	[12, 20, 12, 21, 14]	[12, 12, 14, 20, 21]
38447	[4, 6, 12, 16, 6]	[4, 6, 6, 12, 16]
38448	[6, 24, 20, 40, 15]	[6, 15, 20, 24, 40]
38449	[9, 6, 20, 24, 18]	[6, 9, 18, 20, 24]
38450	[20, 12, 35, 6, 40]	[6, 12, 20, 35, 40]
38451	[4, 25, 10, 8, 8]	[4, 8, 8, 10, 25]
38452	[4, 6, 10, 32, 25]	[4, 6, 10, 25, 32]
38453	[5, 8, 25, 16, 35]	[5, 8, 16, 25, 35]
38454	[4, 20, 6, 4, 18]	[4, 4, 6, 18, 20]
38455	[8, 16, 8, 21, 5]	[5, 8, 8, 16, 21]
38456	[15, 18, 12, 24, 16]	[12, 15, 16, 18, 24]
38457	[1, 6, 35, 20, 18]	[1, 6, 18, 20, 35]
38458	[6, 25, 3, 16, 18]	[3, 6, 16, 18, 25]
38459	[16, 20, 21, 12, 24]	[12, 16, 20, 21, 24]
38460	[10, 6, 12, 5, 16]	[5, 6, 10, 12, 16]
38461	[6, 12, 3, 15, 15]	[3, 6, 12, 15, 15]
38462	[12, 12, 16, 30, 36]	[12, 12, 16, 30, 36]
38463	[3, 12, 3, 20, 15]	[3, 3, 12, 15, 20]
38464	[20, 10, 3, 40, 18]	[3, 10, 18, 20, 40]
38465	[2, 20, 10, 28, 9]	[2, 9, 10, 20, 28]
38466	[4, 6, 35, 24, 35]	[4, 6, 24, 35, 35]
38467	[20, 15, 12, 18, 10]	[10, 12, 15, 18, 20]
38468	[15, 10, 18, 4, 7]	[4, 7, 10, 15, 18]
38469	[8, 10, 20, 16, 35]	[8, 10, 16, 20, 35]
38470	[20, 24, 24, 18, 12]	[12, 18, 20, 24, 24]
38471	[25, 24, 4, 30, 21]	[4, 21, 24, 25, 30]
38472	[10, 2, 5, 28, 6]	[2, 5, 6, 10, 28]
38473	[3, 6, 14, 12, 8]	[3, 6, 8, 12, 14]
38474	[20, 9, 30, 5, 27]	[5, 9, 20, 27, 30]
38475	[1, 2, 21, 40, 15]	[1, 2, 15, 21, 40]
38476	[4, 15, 25, 24, 21]	[4, 15, 21, 24, 25]
38477	[1, 6, 6, 24, 9]	[1, 6, 6, 9, 24]
38478	[6, 9, 8, 4, 7]	[4, 6, 7, 8, 9]
38479	[3, 16, 20, 40, 9]	[3, 9, 16, 20, 40]
38480	[25, 5, 5, 20, 24]	[5, 5, 20, 24, 25]
38481	[4, 4, 12, 35, 7]	[4, 4, 7, 12, 35]
38482	[8, 12, 16, 24, 25]	[8, 12, 16, 24, 25]
38483	[1, 12, 12, 7, 18]	[1, 7, 12, 12, 18]
38484	[9, 18, 35, 10, 15]	[9, 10, 15, 18, 35]
38485	[3, 6, 6, 40, 27]	[3, 6, 6, 27, 40]
38486	[4, 12, 28, 12, 24]	[4, 12, 12, 24, 28]
38487	[8, 10, 15, 16, 5]	[5, 8, 10, 15, 16]
38488	[2, 2, 30, 6, 16]	[2, 2, 6, 16, 30]
38489	[1, 5, 18, 7, 24]	[1, 5, 7, 18, 24]
38490	[15, 8, 15, 15, 12]	[8, 12, 15, 15, 15]
38491	[4, 4, 8, 24, 18]	[4, 4, 8, 18, 24]
38492	[2, 12, 20, 5, 30]	[2, 5, 12, 20, 30]
38493	[3, 8, 20, 15, 8]	[3, 8, 8, 15, 20]
38494	[8, 6, 12, 5, 18]	[5, 6, 8, 12, 18]
38495	[5, 15, 25, 4, 27]	[4, 5, 15, 25, 27]
38496	[9, 8, 3, 16, 30]	[3, 8, 9, 16, 30]
38497	[2, 6, 6, 20, 5]	[2, 5, 6, 6, 20]
38498	[3, 15, 5, 8, 28]	[3, 5, 8, 15, 28]
38499	[3, 4, 6, 16, 32]	[3, 4, 6, 16, 32]
38500	[16, 12, 12, 8, 45]	[8, 12, 12, 16, 45]
38501	[4, 10, 16, 24, 9]	[4, 9, 10, 16, 24]
38502	[16, 18, 4, 16, 9]	[4, 9, 16, 16, 18]
38503	[5, 25, 25, 8, 12]	[5, 8, 12, 25, 25]
38504	[4, 5, 15, 8, 6]	[4, 5, 6, 8, 15]
38505	[3, 16, 21, 8, 18]	[3, 8, 16, 18, 21]
38506	[4, 15, 8, 4, 18]	[4, 4, 8, 15, 18]
38507	[2, 12, 30, 25, 7]	[2, 7, 12, 25, 30]
38508	[10, 6, 20, 12, 25]	[6, 10, 12, 20, 25]
38509	[10, 6, 14, 20, 30]	[6, 10, 14, 20, 30]
38510	[6, 18, 18, 4, 24]	[4, 6, 18, 18, 24]
38511	[3, 8, 18, 40, 45]	[3, 8, 18, 40, 45]
38512	[15, 3, 28, 5, 32]	[3, 5, 15, 28, 32]
38513	[9, 18, 20, 24, 5]	[5, 9, 18, 20, 24]
38514	[8, 6, 20, 12, 18]	[6, 8, 12, 18, 20]
38515	[3, 2, 8, 24, 18]	[2, 3, 8, 18, 24]
38516	[6, 10, 12, 28, 28]	[6, 10, 12, 28, 28]
38517	[9, 20, 15, 24, 27]	[9, 15, 20, 24, 27]
38518	[12, 6, 6, 12, 10]	[6, 6, 10, 12, 12]
38519	[16, 18, 12, 16, 7]	[7, 12, 16, 16, 18]
38520	[4, 6, 5, 25, 24]	[4, 5, 6, 24, 25]
38521	[4, 18, 6, 35, 27]	[4, 6, 18, 27, 35]
38522	[3, 5, 4, 28, 45]	[3, 4, 5, 28, 45]
38523	[2, 15, 14, 20, 35]	[2, 14, 15, 20, 35]
38524	[12, 10, 15, 4, 14]	[4, 10, 12, 14, 15]
38525	[8, 18, 30, 24, 40]	[8, 18, 24, 30, 40]
38526	[12, 9, 5, 35, 12]	[5, 9, 12, 12, 35]
38527	[10, 12, 15, 28, 18]	[10, 12, 15, 18, 28]
38528	[2, 10, 4, 4, 40]	[2, 4, 4, 10, 40]
38529	[8, 20, 24, 6, 28]	[6, 8, 20, 24, 28]
38530	[8, 15, 9, 18, 20]	[8, 9, 15, 18, 20]
38531	[6, 8, 12, 12, 27]	[6, 8, 12, 12, 27]
38532	[6, 20, 9, 12, 30]	[6, 9, 12, 20, 30]
38533	[8, 10, 12, 6, 24]	[6, 8, 10, 12, 24]
38534	[4, 9, 8, 35, 30]	[4, 8, 9, 30, 35]
38535	[6, 10, 6, 4, 7]	[4, 6, 6, 7, 10]
38536	[4, 12, 4, 24, 28]	[4, 4, 12, 24, 28]
38537	[9, 2, 30, 24, 25]	[2, 9, 24, 25, 30]
38538	[9, 8, 16, 7, 27]	[7, 8, 9, 16, 27]
38539	[1, 20, 18, 12, 25]	[1, 12, 18, 20, 25]
38540	[15, 4, 16, 16, 18]	[4, 15, 16, 16, 18]
38541	[4, 8, 21, 5, 40]	[4, 5, 8, 21, 40]
38542	[3, 25, 24, 35, 24]	[3, 24, 24, 25, 35]
38543	[6, 8, 12, 28, 45]	[6, 8, 12, 28, 45]
38544	[16, 15, 14, 15, 6]	[6, 14, 15, 15, 16]
38545	[16, 12, 18, 6, 28]	[6, 12, 16, 18, 28]
38546	[2, 4, 15, 24, 18]	[2, 4, 15, 18, 24]
38547	[16, 12, 30, 20, 6]	[6, 12, 16, 20, 30]
38548	[3, 3, 9, 24, 20]	[3, 3, 9, 20, 24]
38549	[12, 4, 24, 12, 14]	[4, 12, 12, 14, 24]
38550	[15, 9, 3, 16, 8]	[3, 8, 9, 15, 16]
38551	[10, 15, 21, 8, 36]	[8, 10, 15, 21, 36]
38552	[10, 6, 10, 8, 16]	[6, 8, 10, 10, 16]
38553	[8, 8, 12, 7, 28]	[7, 8, 8, 12, 28]
38554	[16, 8, 8, 24, 5]	[5, 8, 8, 16, 24]
38555	[4, 24, 7, 12, 15]	[4, 7, 12, 15, 24]
38556	[3, 18, 15, 30, 18]	[3, 15, 18, 18, 30]
38557	[3, 2, 12, 20, 18]	[2, 3, 12, 18, 20]
38558	[8, 15, 30, 20, 36]	[8, 15, 20, 30, 36]
38559	[2, 20, 20, 40, 9]	[2, 9, 20, 20, 40]
38560	[5, 9, 30, 16, 12]	[5, 9, 12, 16, 30]
38561	[25, 12, 24, 32, 32]	[12, 24, 25, 32, 32]
38562	[5, 20, 12, 10, 28]	[5, 10, 12, 20, 28]
38563	[5, 9, 18, 21, 27]	[5, 9, 18, 21, 27]
38564	[5, 24, 3, 21, 27]	[3, 5, 21, 24, 27]
38565	[6, 16, 6, 20, 7]	[6, 6, 7, 16, 20]
38566	[3, 12, 12, 32, 32]	[3, 12, 12, 32, 32]
38567	[5, 15, 5, 20, 24]	[5, 5, 15, 20, 24]
38568	[2, 8, 21, 35, 27]	[2, 8, 21, 27, 35]
38569	[15, 16, 14, 10, 16]	[10, 14, 15, 16, 16]
38570	[3, 6, 6, 6, 35]	[3, 6, 6, 6, 35]
38571	[2, 9, 12, 8, 27]	[2, 8, 9, 12, 27]
38572	[8, 8, 14, 12, 45]	[8, 8, 12, 14, 45]
38573	[15, 30, 14, 15, 16]	[14, 15, 15, 16, 30]
38574	[16, 8, 12, 24, 9]	[8, 9, 12, 16, 24]
38575	[6, 10, 4, 40, 24]	[4, 6, 10, 24, 40]
38576	[20, 4, 14, 12, 15]	[4, 12, 14, 15, 20]
38577	[9, 16, 12, 16, 18]	[9, 12, 16, 16, 18]
38578	[15, 18, 6, 7, 35]	[6, 7, 15, 18, 35]
38579	[6, 15, 6, 20, 16]	[6, 6, 15, 16, 20]
38580	[15, 6, 3, 18, 25]	[3, 6, 15, 18, 25]
38581	[3, 20, 4, 24, 16]	[3, 4, 16, 20, 24]
38582	[20, 3, 16, 21, 40]	[3, 16, 20, 21, 40]
38583	[10, 18, 21, 20, 20]	[10, 18, 20, 20, 21]
38584	[20, 6, 3, 8, 24]	[3, 6, 8, 20, 24]
38585	[3, 25, 14, 28, 10]	[3, 10, 14, 25, 28]
